Grid X, Grid Y, Block X, Block Y, GPU Time, CPU Time, Initialization Time, Transfer from host to GPU, Transfer from GPU to host, Grid Dimensions, Block Dimensions
4, 16, 8, 128, 0.08164, 3.106, 0.001572, 0.1384, 0.0001328
8, 8, 8, 128, 0.06655, 3.12, 0.001587, 0.1386, 0.0001299
16, 4, 8, 128, 0.06635, 3.106, 0.001561, 0.1345, 0.0001297
32, 2, 8, 128, 0.06626, 3.101, 0.001574, 0.1322, 0.0001272
64, 1, 8, 128, 0.06624, 3.105, 0.001566, 0.1359, 0.0001288
1, 32, 8, 256, 0.1468, 3.111, 0.001584, 0.1347, 0.0001297
2, 16, 8, 256, 0.1387, 3.109, 0.001554, 0.1317, 0.0001315
4, 8, 8, 256, 0.08215, 3.128, 0.001576, 0.1334, 0.0001291
8, 4, 8, 256, 0.07074, 3.122, 0.001556, 0.1273, 0.0001394
16, 2, 8, 256, 0.06882, 3.146, 0.001598, 0.1344, 0.00013
32, 1, 8, 256, 0.0688, 3.115, 0.00158, 0.1353, 0.0001299
1, 16, 8, 512, 0.1452, 3.126, 0.001575, 0.133, 0.0001316
2, 8, 8, 512, 0.1381, 3.11, 0.001572, 0.1348, 0.0001306
4, 4, 8, 512, 0.1314, 3.136, 0.001553, 0.1335, 0.0001313
8, 2, 8, 512, 0.1312, 3.115, 0.001552, 0.1361, 0.0001275
16, 1, 8, 512, 0.1312, 3.107, 0.001589, 0.1373, 0.0001342
1, 8, 8, 1024, 0.2326, 3.102, 0.001568, 0.1357, 0.0001303
2, 4, 8, 1024, 0.2342, 3.107, 0.001568, 0.1289, 0.0001287
4, 2, 8, 1024, 0.2324, 3.108, 0.001569, 0.1349, 0.0001297
8, 1, 8, 1024, 0.2322, 3.11, 0.001578, 0.1349, 0.0001349
1, 4, 8, 2048, 0.4218, 3.109, 0.001576, 0.1316, 0.0001308
2, 2, 8, 2048, 0.4214, 3.104, 0.001564, 0.1315, 0.000133
4, 1, 8, 2048, 0.4253, 3.106, 0.001574, 0.1256, 0.000131
1, 2, 8, 4096, 0.8056, 3.108, 0.001569, 0.135, 0.0001494
2, 1, 8, 4096, 0.8076, 3.105, 0.001568, 0.1258, 0.0001294
1, 1, 8, 8192, 1.572, 3.105, 0.001613, 0.1256, 0.0001514
1, 1024, 16, 4, 0.2534, 3.1, 0.001613, 0.1419, 0.0001307
2, 512, 16, 4, 0.1571, 3.116, 0.001563, 0.1379, 0.0001338
4, 256, 16, 4, 0.09105, 3.083, 0.001566, 0.125, 0.0001321
8, 128, 16, 4, 0.07618, 3.123, 0.001556, 0.135, 0.000131
16, 64, 16, 4, 0.07622, 3.084, 0.001566, 0.1238, 0.0001318
32, 32, 16, 4, 0.07621, 3.125, 0.001556, 0.1318, 0.0001334
64, 16, 16, 4, 0.07591, 3.128, 0.001558, 0.1322, 0.00013
128, 8, 16, 4, 0.07572, 3.106, 0.001544, 0.1376, 0.0001301
256, 4, 16, 4, 0.07569, 3.111, 0.001569, 0.1269, 0.0001298
512, 2, 16, 4, 0.07568, 3.11, 0.001637, 0.1255, 0.0001312
1024, 1, 16, 4, 0.07566, 3.119, 0.003043, 0.1364, 0.0001309
1, 512, 16, 8, 0.2373, 3.107, 0.001572, 0.1329, 0.0001306
2, 256, 16, 8, 0.1458, 3.118, 0.001566, 0.1336, 0.0001366
4, 128, 16, 8, 0.09223, 3.11, 0.001575, 0.1344, 0.0001329
8, 64, 16, 8, 0.07308, 3.139, 0.001574, 0.1371, 0.0001314
16, 32, 16, 8, 0.07282, 3.11, 0.001564, 0.1318, 0.0001363
32, 16, 16, 8, 0.07271, 3.136, 0.001567, 0.1361, 0.0001299
64, 8, 16, 8, 0.07244, 3.108, 0.00157, 0.1358, 0.0001296
128, 4, 16, 8, 0.07221, 3.121, 0.001583, 0.136, 0.0001327
256, 2, 16, 8, 0.07223, 3.118, 0.001588, 0.1324, 0.0001333
512, 1, 16, 8, 0.07215, 3.12, 0.001573, 0.1359, 0.0001274
1, 256, 16, 16, 0.235, 3.118, 0.001574, 0.1358, 0.0001342
2, 128, 16, 16, 0.1419, 3.131, 0.001714, 0.1305, 0.0001353
4, 64, 16, 16, 0.08198, 3.125, 0.001613, 0.1351, 0.0001305
8, 32, 16, 16, 0.06696, 3.149, 0.00156, 0.125, 0.0001327
16, 16, 16, 16, 0.06669, 3.128, 0.001588, 0.1371, 0.0001405
32, 8, 16, 16, 0.06641, 3.109, 0.001555, 0.1354, 0.0001414
64, 4, 16, 16, 0.06612, 3.111, 0.001577, 0.1338, 0.000135
128, 2, 16, 16, 0.06598, 3.108, 0.001577, 0.1361, 0.0001294
256, 1, 16, 16, 0.0659, 3.106, 0.001578, 0.1348, 0.0001329
1, 128, 16, 32, 0.2319, 3.105, 0.001577, 0.1342, 0.0001305
2, 64, 16, 32, 0.1432, 3.103, 0.001578, 0.1312, 0.0001384
4, 32, 16, 32, 0.08263, 3.106, 0.001562, 0.1278, 0.0001321
8, 16, 16, 32, 0.06704, 3.106, 0.001565, 0.1297, 0.000131
16, 8, 16, 32, 0.0668, 3.105, 0.001588, 0.1353, 0.0001305
32, 4, 16, 32, 0.06665, 3.107, 0.001576, 0.1359, 0.0001383
64, 2, 16, 32, 0.06645, 3.112, 0.001568, 0.1341, 0.0001286
128, 1, 16, 32, 0.06627, 3.117, 0.00157, 0.1355, 0.00013
1, 64, 16, 64, 0.2335, 3.106, 0.001564, 0.1327, 0.0001298
2, 32, 16, 64, 0.1397, 3.105, 0.001578, 0.1362, 0.000131
4, 16, 16, 64, 0.08071, 3.105, 0.001557, 0.1352, 0.0001323
8, 8, 16, 64, 0.06691, 3.105, 0.001564, 0.1342, 0.0001328
16, 4, 16, 64, 0.06648, 3.112, 0.003017, 0.1365, 0.0001295
32, 2, 16, 64, 0.06638, 3.113, 0.001575, 0.1317, 0.0001262
64, 1, 16, 64, 0.06627, 3.108, 0.001579, 0.1306, 0.0001463
1, 32, 16, 128, 0.2334, 3.115, 0.00155, 0.1305, 0.0001308
2, 16, 16, 128, 0.1394, 3.109, 0.001576, 0.1269, 0.0001321
4, 8, 16, 128, 0.08051, 3.11, 0.001588, 0.1312, 0.0001298
8, 4, 16, 128, 0.07209, 3.121, 0.001572, 0.135, 0.0001315
16, 2, 16, 128, 0.06884, 3.117, 0.001562, 0.135, 0.00013
32, 1, 16, 128, 0.0688, 3.125, 0.001557, 0.129, 0.0001279
1, 16, 16, 256, 0.2309, 3.124, 0.001563, 0.1373, 0.0001327
2, 8, 16, 256, 0.1391, 3.12, 0.001568, 0.1324, 0.0001425
4, 4, 16, 256, 0.1314, 3.11, 0.001565, 0.1283, 0.0001346
8, 2, 16, 256, 0.1311, 3.126, 0.001577, 0.1404, 0.0001332
16, 1, 16, 256, 0.1315, 3.11, 0.00156, 0.1312, 0.0001309
1, 8, 16, 512, 0.2433, 3.123, 0.001554, 0.1362, 0.00013
2, 4, 16, 512, 0.2327, 3.118, 0.001549, 0.1342, 0.0001388
4, 2, 16, 512, 0.2329, 3.122, 0.001531, 0.1318, 0.0001319
8, 1, 16, 512, 0.2329, 3.147, 0.001558, 0.1358, 0.0001312
1, 4, 16, 1024, 0.4234, 3.122, 0.001569, 0.1341, 0.0001347
2, 2, 16, 1024, 0.4233, 3.117, 0.001581, 0.134, 0.0001422
4, 1, 16, 1024, 0.423, 3.144, 0.00158, 0.1335, 0.0001398
1, 2, 16, 2048, 0.8052, 3.123, 0.001571, 0.1353, 0.000134
2, 1, 16, 2048, 0.8043, 3.109, 0.001552, 0.1318, 0.0001333
1, 1, 16, 4096, 1.57, 3.135, 0.001565, 0.1341, 0.0001342
1, 1024, 32, 2, 0.2555, 3.116, 0.001561, 0.1344, 0.0001315
2, 512, 32, 2, 0.1573, 3.12, 0.001575, 0.1363, 0.0001321
